match_id,batsman,bowler,runs,extras,wicket
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,1,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,4,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,BC Lara,JH Kallis,1,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,1,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,1,0,0
207334,BC Lara,A Nel,3,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,A Nel,1,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,S Chanderpaul,A Nel,4,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,1,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,2,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,S Chanderpaul,M Zondeki,1,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,3,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,4,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,1,1,0
207334,BC Lara,M Zondeki,0,1,0
207334,BC Lara,M Zondeki,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,1,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,1,0,0
207334,S Chanderpaul,GC Smith,1,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,1,0,0
207334,S Chanderpaul,GC Smith,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,3,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,1,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,1,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,0,0,0
207334,S Chanderpaul,M Ntini,4,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,4,0,0
207334,BC Lara,A Nel,1,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,S Chanderpaul,M Ntini,1,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,2,0,0
207334,S Chanderpaul,A Nel,1,0,0
207334,BC Lara,A Nel,1,0,0
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,S Chanderpaul,N Boje,4,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,1,0,0
207334,BC Lara,N Boje,1,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,1,0,0
207334,BC Lara,N Boje,1,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,1,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,0,0,0
207334,S Chanderpaul,JH Kallis,1,0,0
207334,BC Lara,JH Kallis,0,1,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,2,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,S Chanderpaul,A Nel,4,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,4,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,1,0
207334,S Chanderpaul,N Boje,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,1,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,0,0,0
207334,S Chanderpaul,N Boje,2,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,2,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,N Boje,4,0,0
207334,BC Lara,N Boje,6,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,S Chanderpaul,A Nel,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,3,0,0
207334,S Chanderpaul,GC Smith,1,0,0
207334,BC Lara,GC Smith,1,0,0
207334,S Chanderpaul,GC Smith,0,0,0
207334,S Chanderpaul,GC Smith,1,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,0
207334,S Chanderpaul,M Zondeki,0,0,1
207334,RO Hinds,M Zondeki,1,0,0
207334,RO Hinds,GC Smith,0,0,0
207334,RO Hinds,GC Smith,0,0,0
207334,RO Hinds,GC Smith,1,0,0
207334,BC Lara,GC Smith,1,0,0
207334,RO Hinds,GC Smith,0,0,0
207334,RO Hinds,GC Smith,2,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,RO Hinds,M Zondeki,4,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,0,1,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,0,1,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,1,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,RO Hinds,JH Kallis,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,1,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,RO Hinds,M Zondeki,0,0,0
207334,BC Lara,JH Kallis,1,0,0
207334,RO Hinds,JH Kallis,0,0,1
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,DJ Bravo,M Zondeki,0,1,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,1,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,4,0,0
207334,BC Lara,JH Kallis,1,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,0,0,0
207334,BC Lara,JH Kallis,1,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,0,0,0
207334,DJ Bravo,JH Kallis,3,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,1,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,1,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,1,0,0
207334,BC Lara,M Ntini,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,2,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,DJ Bravo,M Zondeki,1,0,0
207334,BC Lara,M Zondeki,2,0,0
207334,BC Lara,M Zondeki,4,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,2,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,1,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,1,0,0
207334,DJ Bravo,M Zondeki,0,1,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,0,0,0
207334,BC Lara,M Zondeki,1,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,2,0,0
207334,BC Lara,N Boje,4,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,4,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,2,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,1,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,1,0,0
207334,DJ Bravo,GC Smith,2,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,BC Lara,N Boje,4,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,3,0,0
207334,DJ Bravo,N Boje,1,0,0
207334,BC Lara,N Boje,1,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,1,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,1,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,0,0,0
207334,DJ Bravo,N Boje,2,0,0
207334,BC Lara,GC Smith,1,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,1,0,0
207334,BC Lara,GC Smith,0,0,0
207334,BC Lara,GC Smith,1,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,0,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,2,0,0
207334,BC Lara,N Boje,0,0,0
207334,DJ Bravo,GC Smith,1,0,0
207334,BC Lara,GC Smith,1,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,DJ Bravo,GC Smith,0,0,0
207334,BC Lara,A Nel,4,0,0
207334,BC Lara,A Nel,1,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,4,0,0
207334,BC Lara,M Ntini,1,0,0
207334,BC Lara,A Nel,4,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,DJ Bravo,A Nel,1,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,1,0,0
207334,BC Lara,M Ntini,1,0,0
207334,BC Lara,A Nel,1,0,0
207334,DJ Bravo,A Nel,0,1,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,1,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,DJ Bravo,A Nel,0,0,0
207334,BC Lara,M Ntini,0,0,0
207334,BC Lara,M Ntini,1,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,DJ Bravo,M Ntini,0,0,0
207334,BC Lara,A Nel,0,0,0
207334,BC Lara,A Nel,0,0,1
207334,CO Browne,A Nel,0,0,0
207334,CO Browne,A Nel,2,0,0
207334,CO Browne,A Nel,0,0,0
207334,CO Browne,A Nel,0,0,0
207334,DJ Bravo,M Zondeki,0,0,0
207334,DJ Bravo,M Zondeki,0,0,1
207334,DBL Powell,M Zondeki,0,0,0
207334,DBL Powell,M Zondeki,1,0,0
207334,CO Browne,M Zondeki,1,0,0
207334,DBL Powell,M Zondeki,1,0,0
207334,DBL Powell,A Nel,0,0,0
207334,DBL Powell,A Nel,0,0,0
207334,DBL Powell,A Nel,0,0,0
207334,DBL Powell,A Nel,1,0,0
207334,CO Browne,A Nel,0,0,0
207334,CO Browne,A Nel,0,0,0
207334,DBL Powell,M Zondeki,0,0,0
207334,DBL Powell,M Zondeki,0,0,0
207334,DBL Powell,M Zondeki,0,0,0
207334,DBL Powell,M Zondeki,0,0,1
207334,FH Edwards,M Zondeki,0,0,0
207334,FH Edwards,M Zondeki,0,0,0
207334,CO Browne,A Nel,1,0,0
207334,FH Edwards,A Nel,0,0,0
207334,FH Edwards,A Nel,0,0,0
207334,FH Edwards,A Nel,0,0,0
207334,FH Edwards,A Nel,1,0,0
207334,CO Browne,A Nel,0,0,0
207334,FH Edwards,M Zondeki,1,0,0
207334,CO Browne,M Zondeki,1,0,0
207334,FH Edwards,M Zondeki,0,0,1
207334,Reon King,M Zondeki,0,0,0
207334,Reon King,M Zondeki,0,0,0
207334,Reon King,M Zondeki,0,0,0
207334,CO Browne,A Nel,0,0,0
207334,CO Browne,A Nel,0,0,1
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,4,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,2,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,1,0,0
207334,GC Smith,Reon King,1,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,1,0,0
207334,AB de Villiers,FH Edwards,1,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,2,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,1,0,0
207334,GC Smith,Reon King,0,0,0
207334,AB de Villiers,FH Edwards,2,0,0
207334,AB de Villiers,FH Edwards,0,0,0
207334,AB de Villiers,FH Edwards,0,0,0
207334,AB de Villiers,FH Edwards,0,0,0
207334,AB de Villiers,FH Edwards,0,0,0
207334,AB de Villiers,FH Edwards,0,0,0
207334,GC Smith,Reon King,1,0,0
207334,AB de Villiers,Reon King,4,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,2,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,0,0,0
207334,GC Smith,FH Edwards,2,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,AB de Villiers,Reon King,0,0,0
207334,GC Smith,DBL Powell,0,0,0
207334,GC Smith,DBL Powell,1,0,0
207334,AB de Villiers,DBL Powell,0,0,0
207334,AB de Villiers,DBL Powell,0,0,0
207334,AB de Villiers,DBL Powell,0,0,0
207334,AB de Villiers,DBL Powell,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,1,0,0
207334,GC Smith,DBL Powell,0,0,0
207334,GC Smith,DBL Powell,0,0,0
207334,GC Smith,DBL Powell,0,0,0
207334,GC Smith,DBL Powell,1,0,0
207334,AB de Villiers,DBL Powell,1,0,0
207334,GC Smith,DBL Powell,1,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
207334,GC Smith,Reon King,0,0,0
